id,name,attribute,level,type,atk,def,passcode,frameType
20066,Shaman of the Ashened City,DARK,4,Pyro,1300,1200,35151572,effect
20067,Spearhead of the Ashened City,DARK,4,Pyro,1700,100,62156277,effect
20178,Ancient Gear Dragon,EARTH,5,Machine,500,2500,75892194,effect
20180,Sengenjin Wakes from a Millennium,EARTH,8,Beast-Warrior,2750,2500,38775407,effect
20181,Golem that Guards the Millennium Treasures,EARTH,6,Rock,2000,2200,74169516,effect
20182,Shield of the Millennium Dynasty,EARTH,5,Warrior,0,3000,1164211,effect
20183,Maiden of the Millennium Moon,LIGHT,4,Illusion,1500,1300,37552929,effect
20184,Fiend Reflection of the Millennium,WIND,4,Illusion,1300,1400,63947968,effect
20185,Dark Magician the Magician of Black Magic,DARK,7,Spellcaster,2500,2100,342673,effect
20186,Gimmick Puppet Little Soldiers,DARK,4,Machine,0,0,36436372,effect
20187,Gimmick Puppet Rouge Doll,DARK,8,Machine,400,1400,63825486,effect
20188,Gimmick Puppet Cattle Scream,DARK,8,Machine,2000,2000,99229085,effect
20189,Light End Sublimation Dragon,LIGHT,8,Dragon,2600,2100,35614780,effect
20190,Dark End Evaporation Dragon,DARK,8,Dragon,2600,2100,62002838,effect
20191,"Knight Armed Dragon, the Armored Knight Dragon",WIND,3,Dragon,1400,1900,98007437,effect
20192,Astellar of the White Forest,LIGHT,2,Spellcaster,0,0,25592142,effect
20193,Elzette of the White Forest,LIGHT,2,Spellcaster,0,0,61980241,effect
20194,Silvy of the White Forest,LIGHT,4,Spellcaster,1500,200,98385955,effect
20195,Rucia of the White Forest,LIGHT,4,Spellcaster,800,1500,24779554,effect
20196,Fiendsmith Engraver,LIGHT,6,Fiend,1800,2400,60764609,effect
20197,Ragnaraika Wicked Butterfly,EARTH,4,Insect,1800,0,97262307,effect
20198,Tenpai Dragon Genroku,FIRE,3,Dragon,0,1000,23657016,effect
20199,Mementotlan Shleepy,EARTH,3,Beast,800,1000,50042011,effect
20200,Centur-Ion Atrii,DARK,4,Dragon,1800,1400,96030710,effect
20201,Drytron Nu II,LIGHT,1,Machine,2000,0,22435424,effect
20202,Lord of the Missing Barrows,LIGHT,10,Fiend,3100,2900,59829423,effect
20203,Cosmo Queen the Queen of Prayers,DARK,8,Spellcaster,2900,2450,85314178,effect
20204,Paralyzing Mushroom,LIGHT,5,Thunder,1400,0,22712877,effect
20205,Disablaster the Negation Fortress,LIGHT,5,Machine,500,2000,58707981,effect_pendulum
20206,Mulcharmy Purulia,WATER,4,Aqua,100,600,84192580,effect
20207,Dora Dora,FIRE,3,Dragon,400,200,11590299,effect
20208,Broomy,LIGHT,2,Spellcaster,700,700,57985393,effect
20209,Bettan Bat,EARTH,1,Winged Beast,0,0,84079032,effect
20210,Depresspard,LIGHT,2,Beast,100,100,10474647,effect
20211,Drytron Meteonis DA Draconids,LIGHT,12,Machine,5000,5000,56863746,ritual
20260,Dragon of Pride and Soul,DARK,8,Dragon,2500,2500,96823189,effect
20274,Dipity,LIGHT,4,Fiend,0,0,46533533,normal
20276,Galaxy War Drake,LIGHT,4,Dragon,1500,1000,19316241,effect
20277,Galaxy-Eyes Tachyon Primal,LIGHT,8,Dragon,3000,2500,45710945,effect
20278,Tachyon Cloudragon,LIGHT,4,Dragon,300,250,72705654,effect
20279,Schwarzschild Infinity Dragon,DARK,8,Dragon,2000,0,18294799,effect
20284,X-Cross Cannon,LIGHT,4,Machine,1800,1500,70860415,effect
20285,Y-Yare Head,LIGHT,4,Machine,1500,1600,6355563,effect
20286,Z-Zillion Tank,LIGHT,4,Machine,1500,1300,33744268,effect
20291,Trickstar Hoody,LIGHT,2,Fairy,600,1800,1410324,effect
20292,Trickstar Aqua Angel,WATER,4,Fairy,0,0,37405032,effect
20383,Detonating Kuriboh,DARK,1,Fiend,300,200,46789706,effect
20393,Clear Phantom,DARK,3,Fiend,1200,800,70717628,effect
20394,Clear Rage Golem,DARK,4,Rock,1600,1800,7102732,effect
20395,Clear Cube,DARK,1,Machine,0,0,33506331,effect
20396,Clear Vicious Knight,DARK,7,Warrior,2300,1100,70095046,effect
20398,Singularity Fiend,DARK,1,Fiend,0,0,32484853,effect
20400,Earthbound Immortal Red Nova,DARK,12,Fiend,3500,3000,5267507,effect
20401,Ancient Gear Statue,EARTH,2,Machine,500,800,32762201,effect
20402,Cutter Shark,WATER,5,Fish,0,2000,68756810,effect
20403,Gimmick Puppet Fiendish Knight,DARK,4,Machine,1800,500,4145915,effect
20405,Performage Fire Dancer,FIRE,4,Spellcaster,1400,1200,7934362,effect_pendulum
20406,Performage Water Dancer,WATER,4,Spellcaster,1200,1400,34323367,effect_pendulum
20407,Performage Wind Drainer,WIND,5,Spellcaster,2100,0,70417076,effect_pendulum
20408,Performage Cup Tricker,LIGHT,5,Spellcaster,1200,1400,6812770,effect_pendulum
20419,Magicolloidal Sol,WATER,2,Aqua,400,300,67694706,effect
20420,"Vulmina, Statue of the Sacred Dragon",LIGHT,2,Dragon,200,1800,93683815,effect_pendulum
20422,Dipsea Fiend,WATER,4,Fiend,1500,1000,66472129,effect
20425,Kochobo's Hinamatsuri,DARK,7,Machine,2200,2200,55359571,effect
20428,Mimighoul Master,EARTH,4,Zombie,1800,1200,55537983,effect
20429,Mimighoul Dragon,EARTH,1,Dragon,500,2000,81522098,effect
20430,Mimighoul Cerberus,EARTH,1,Beast,400,1800,23920796,effect
20431,Mimighoul Archfiend,EARTH,1,Fiend,0,1900,50415441,effect
20435,"Theia, the Primal Being",DARK,11,Rock,3000,600,85687952,effect
20450,Otonari Thunder,LIGHT,4,Thunder,500,1200,72782945,effect
20451,Giant Kra-Corn,EARTH,8,Plant,1000,2500,8170654,effect
20452,Splitting Planarian,DARK,4,Insect,1000,800,44175358,effect
20477,Surfacing Big Jaws,WATER,4,Fish,1800,300,55697723,effect
20478,Drake Shark,WATER,4,Fish,1400,1050,81096431,effect
20479,Armored Shark,WATER,3,Fish,500,2000,27480536,effect
20480,Heart of the Blue-Eyes,LIGHT,8,Dragon,3000,2500,54475145,effect
20481,Red-Eyes Black Fullmetal Dragon,DARK,8,Machine,3400,2400,80870883,effect
20482,Metalzoa X,DARK,8,Machine,3000,2300,27268998,effect
20483,Zoa the Fiendish Beast,DARK,7,Fiend,2600,1900,53753697,effect
20484,Metal Illusionist,LIGHT,1,Spellcaster,0,0,29157292,effect
20485,Battlewasp - Rapier the Onslaught,WIND,5,Insect,1900,0,56146300,effect
20486,Performage Ball Balancer,EARTH,4,Spellcaster,1000,1800,92530005,effect_pendulum
20487,Chaos Allure Queen,LIGHT,7,Spellcaster,1500,1500,29925614,effect
20488,Goblin Bikers Gone Wild,DARK,6,Fiend,2400,0,55320758,effect
20489,Primite Imperial Dragon,EARTH,6,Dragon,2600,0,81418467,effect
20490,Lacrima the Crimson Tears,LIGHT,4,Fiend,1200,1200,28803166,effect
20491,Mementotlan Akihiron,WATER,5,Aqua,1700,1400,54207171,effect
20492,Centur-Ion Chimerea,DARK,4,Pyro,1200,1600,81696879,effect
20493,"Abyssrhine, the Atlantean Spirit",WATER,3,Aqua,1600,1600,17080584,effect
20494,Mermail Shadow Squad,WATER,3,Sea Serpent,0,1900,53085623,effect
20495,Anarchist Monk of the Six Samurai,DARK,3,Warrior,500,0,80570228,effect
20496,Tactical Trainer of the Six Samurai,EARTH,2,Warrior,200,1200,16968936,effect
20497,Wandering Titan of Tartarus,EARTH,9,Zombie,2600,0,43363035,effect
20498,Union Pilot,LIGHT,5,Machine,2100,1000,89357740,effect
20499,Eria the Water Channeler,WATER,5,Spellcaster,1850,1500,15746348,effect
20500,Mulcharmy Fuwalos,WIND,4,Winged Beast,100,600,42141493,effect
20501,Tsuru-Puru-Purun,WATER,2,Aqua,450,500,84635192,effect
20502,Flipping Feline,EARTH,2,Beast,200,200,11024707,effect
20503,L Magi Mergy,DARK,2,Cyberse,0,1200,47028805,effect
20504,Neverending Nightmare Absorber,WATER,2,Fairy,0,0,73413514,effect
20505,Newbee!,LIGHT,2,Insect,0,0,10807219,effect
20571,Performapal Sky Magician Girl,WIND,5,Spellcaster,2000,1500,3859859,effect
20572,Sword Ryzeal,FIRE,4,Thunder,1500,200,35844557,effect
20573,Node Ryzeal,FIRE,4,Thunder,1400,1600,72238166,effect
20574,Ice Ryzeal,LIGHT,4,Pyro,1700,1000,8633261,effect
20575,Ext Ryzeal,LIGHT,4,Pyro,500,2000,34022970,effect
20576,Palm Ryzeal,FIRE,4,Thunder,1200,2400,61116514,effect
20582,Maliss <P> White Rabbit,DARK,3,Cyberse,1200,300,69272449,effect
20583,Maliss <P> Chessy Cat,DARK,3,Cyberse,1500,300,96676583,effect
20584,Maliss <P> Dormouse,DARK,3,Cyberse,900,300,32061192,effect
20592,Kyoro Ryu-Ge Kaiva,EARTH,10,Dinosaur,3000,1200,93509766,effect
20593,Kairo Ryu-Ge Emva,WATER,10,Sea Serpent,3000,2000,20904475,effect
20594,Genro Ryu-Ge Hakva,WIND,10,Wyrm,3000,1500,56499179,effect
20595,Sosei Ryu-Ge Mistva,LIGHT,10,Dragon,3500,2500,92487128,ritual_pendulum
20602,Maiden of White,LIGHT,1,Spellcaster,0,0,17947697,effect
20603,Neo Kaiser Sea Horse,LIGHT,4,Dragon,1700,1650,54332792,effect
20691,Anotherverse Solaria,FIRE,8,Pyro,2500,2000,63028558,normal
20704,Migratory Zereort,WATER,5,Winged Beast,1000,2200,87640391,effect
20705,Supply Soldier of the Indestructible Insects,EARTH,5,Insect,600,300,23738096,effect
20708,Mantman the Ultrahuman,LIGHT,7,Psychic,2400,1200,22916418,effect
20709,Phalaenop Sisters,WIND,1,Fairy,300,300,59901153,effect
20712,Butterfly Fish,WATER,3,Fish,700,400,58288565,effect
20713,QQ Enneagon,FIRE,9,Dinosaur,900,900,84673574,effect
20714,Mimighoul Armor,EARTH,1,Warrior,600,1500,11677278,effect
20715,Mimighoul Fairy,EARTH,1,Fairy,100,100,43066927,effect
20716,Mimighoul Slime,EARTH,1,Aqua,400,500,80551022,effect
20723,"Hallo, the Spirit of Tricks",DARK,4,Fiend,0,0,54611591,effect
20724,"Ween, the Spirit of Treats",LIGHT,4,Zombie,0,0,81005500,effect
20740,Evil HERO Toxic Bubble,WATER,4,Fiend,800,1200,3598351,effect
20741,Evil HERO Dead-End Prison,LIGHT,4,Rock,1700,1100,30583090,effect
20742,Evil HERO Infernal Rider,WIND,6,Fiend,2100,800,76978105,effect
20743,Arcana Force V - The Hierophant,LIGHT,4,Fairy,1500,1500,3376703,effect
20744,Arcana Force XIX - The Sun,LIGHT,7,Fairy,2900,2900,39761418,effect
20745,Speedroid Colonel Clackers,WIND,2,Machine,200,1800,65155517,effect_pendulum
20746,Speedroid Wing Synchron,WIND,5,Machine,1500,1000,2254222,effect_pendulum
20747,"Elzette, Azamina of the White Forest",LIGHT,2,Illusion,0,0,38648860,effect
20748,Queen Azamina,DARK,8,Illusion,2500,2000,65033975,effect
20749,Argostars - Glorious Adra,EARTH,4,Warrior,1800,1800,91438674,effect
20750,Materiactor Exareptor,WATER,3,Dragon,1500,1500,37426272,effect
20751,Materiactor Zeptwing,FIRE,3,Dragon,0,0,64911387,effect
20752,Hydrojet Shark,WATER,4,Fish,1000,0,90315086,effect
20753,Metalflame Swordsman,FIRE,6,Machine,2500,1600,27704731,effect
20754,Primite Dragon Ether Beryl,EARTH,4,Dragon,1600,0,63198739,effect
20755,"Poseidra, the Storming Atlantean",WATER,7,Sea Serpent,2800,1600,99193444,effect
20756,Gladiator Beast Gistel,EARTH,3,Beast,1200,2000,26582143,effect
20757,Test Bear,EARTH,4,Beast,900,600,62076252,effect
20758,Crystron Tristaros,WATER,2,Machine,800,2000,99471856,effect
20759,Crystron Sulfador,WATER,5,Machine,1900,2250,25865565,effect
20760,Tenyi Spirit - Suruya,LIGHT,4,Wyrm,1600,0,52854600,effect
20761,"Driangle, Dragon of the Dark Deep",WATER,10,Sea Serpent,2100,3100,98248208,effect
20762,Liberator Eto,DARK,8,Reptile,4000,0,24643913,effect
20763,Grand Knight of the Red Lotus,FIRE,8,Warrior,2100,1800,51132012,effect
20764,Mulcharmy Meowls,EARTH,4,Beast,100,600,87126721,effect
20765,Template Skipper,DARK,1,Cyberse,0,0,24521325,effect
20766,Goddess of the Two Sides,LIGHT,3,Fairy,950,700,50915474,effect
20767,Tempura of Fortune - EBI,FIRE,3,Aqua,1600,0,86304179,normal_pendulum
20835,Dragolithia Kunzite,EARTH,8,Dragon,0,0,48705086,effect
20901,Lunar Rabbit Omajinai,LIGHT,1,Spellcaster,0,1500,47643326,normal
20923,The Fabled Behilmoth,LIGHT,2,Beast,1000,600,68897338,effect
20927,Jurrac Megalo,FIRE,1,Dinosaur,500,1300,93170499,effect
20928,Jurrac Stego,FIRE,4,Dinosaur,1700,900,20568404,effect
20932,Gem-Knight Nepyrim,LIGHT,4,Fairy,1550,1600,51831560,effect
20933,Gem-Knight Hollowcore,DARK,7,Fiend,1950,2450,88225269,effect
20935,"Avance, Swordsman of the Nekroz",WATER,4,Spellcaster,1500,800,51618973,effect
20936,"Emilia, Dance Priestess of the Nekroz",WATER,4,Spellcaster,1600,800,87003671,effect
20937,Nekroz of Metaltron,LIGHT,9,Wyrm,2500,3000,13408726,ritual_pendulum
20943,Dragonmaid Cehrmba,DARK,9,Dragon,2800,1800,12163590,effect
20945,Noh-P.U.N.K. Rising Scale,WATER,8,Sea Serpent,2400,2400,75046994,effect
21035,The Man with the Mark,EARTH,4,Spellcaster,1000,1000,97522863,effect
21036,Merciless Scorpion of Serket,EARTH,6,Fairy,2500,2000,34926568,effect
21037,Anubis the Last Judge,EARTH,10,Fiend,3000,0,60411677,effect
21045,Dark Necromancer,DARK,4,Zombie,1000,1400,21960890,effect
21046,Vulcarrion the Rotting Phoenix,DARK,4,Zombie,1600,0,58354899,effect
21048,Minimalian,WATER,4,Psychic,100,100,21147203,effect
21051,Beast of Talwar - The Sword Summit,DARK,7,Fiend,2400,2150,20011655,effect
21054,Ame no Murakumo no Mitsurugi,DARK,8,Reptile,3200,800,19899073,ritual
21055,Futsu no Mitama no Mitsurugi,DARK,8,Reptile,2000,3400,55397172,ritual
21056,"Mitsurugi no Mikoto, Kusanagi",DARK,4,Reptile,1600,400,82782870,effect
21057,"Mitsurugi no Mikoto, Saji",DARK,4,Reptile,1000,1700,18176525,effect
21062,"Bat, the Forest Ninja",LIGHT,3,Beast,800,800,80447641,effect
21063,"Wonko, Noble Knight of the Forest",LIGHT,4,Beast,1100,1600,17832359,effect
21069,D/D Count Surveyor,DARK,8,Fiend,2000,2000,5997110,effect_pendulum
21070,D/D Scale Surveyor,DARK,2,Fiend,0,1000,42382265,effect_pendulum
21071,D/D Extra Surveyor,DARK,5,Fiend,1000,0,74387963,effect_pendulum
21072,"Crowley, the Gifted Magistus",DARK,4,Spellcaster,1800,1000,875572,effect
21138,Wizard @Ignister,DARK,4,Cyberse,1800,800,3723262,effect
21139,Backup @Ignister,DARK,3,Cyberse,1200,800,30118811,effect
21140,Kurikurinku @Ignister,DARK,1,Cyberse,300,200,66102515,effect
21141,Dark Magician Girl the Magician's Apprentice,DARK,6,Spellcaster,2000,1700,2501624,effect
21142,Evil HERO Vicious Claws,DARK,7,Fiend,2500,2500,35095329,effect
21143,Regulus the Fairy Beast,LIGHT,4,Beast,1700,1000,61480937,effect
21144,Spore the Fairy Seed,LIGHT,1,Plant,400,800,98888032,effect
21145,Kuribon the Fairy Spirit,LIGHT,1,Fairy,300,200,34873741,effect
21146,Heraldic Beast Gryphon,WIND,4,Winged Beast,1600,1000,60268386,effect
21147,Heraldic Beast Stad Whale,WATER,4,Fish,900,1900,97662494,effect
21148,Diabellstar Vengeance,DARK,8,Fiend,2500,2100,23151193,effect
21149,Diabellze the White Witch,LIGHT,8,Illusion,2500,2100,60145298,effect
21150,Regenesis Warrior,FIRE,7,Warrior,2500,2500,96540807,effect
21151,Regenesis Sage,WATER,7,Spellcaster,2500,2500,22938501,effect
21152,Regenesis Dragon,WIND,8,Dragon,2500,2500,59323650,effect
21153,Regenesis Archfiend,EARTH,8,Fiend,2500,2500,95718355,effect
21154,Regenesis Lord,LIGHT,10,Illusion,2500,2500,22812963,effect
21155,"Spectral, Dragon Ruler of Flickers",LIGHT,2,Dragon,600,1000,58201062,effect
21156,"Nebulus, Dragon Ruler of Mishaps",DARK,2,Dragon,1000,600,94655777,effect
21157,Argostars - Fierce Parthe,EARTH,4,Warrior,1400,1400,21050476,effect
21158,Prima Materiactor,LIGHT,3,Dragon,0,0,57448410,normal_pendulum
21159,Star Ryzeal,LIGHT,4,Pyro,1800,0,84433129,effect
21160,Maliss <P> March Hare,DARK,3,Cyberse,600,300,20938824,effect
21161,Tensei Ryu-Ge Anva,DARK,10,Dragon,3000,2100,56322832,effect_pendulum
21162,Red-Eyes Metal Claws Dragon,DARK,7,Dragon,2400,2000,83711531,effect
21163,Cyber Jormungardr,LIGHT,5,Machine,1000,2100,19715246,effect
21164,Cyberdark Wurm,DARK,5,Machine,800,2100,56100345,effect
21165,Live☆Twin Lil-la Sweet,DARK,2,Spellcaster,500,0,82699999,effect
21166,Moissa Wight,DARK,1,Zombie,300,200,19093698,effect
21167,NT8000 - SIRIUS,DARK,8,Machine,2300,2500,45488703,effect
21168,Wicked Serpent Night Dragon,DARK,7,Dragon,2350,2400,81476402,effect
21169,Crimson Firewing Pegasus,FIRE,6,Beast,2250,1800,18861006,effect
21170,Brain Controller,DARK,1,Psychic,100,200,44265115,effect
21171,Bomber Place,DARK,6,Spellcaster,1350,2400,71750854,effect
21250,Ukanomitsune-no-Tamayura,LIGHT,3,Beast,1500,300,93413793,effect
21338,Dawn Angel Kambi,LIGHT,1,Fairy,500,1800,12500059,effect
21339,Hrimnir the Divine Follower,LIGHT,9,Fairy,2200,2200,49904658,effect
21341,Aspischool,WATER,4,Fish,300,300,12888461,effect
21344,Replicard LAD,DARK,7,Cyberse,2500,2500,1665819,effect
21347,"Mitsurugi no Mikoto, Aramasa",DARK,4,Reptile,1200,900,40543231,effect
21348,"Mitsurugi no Miko, Wousu",DARK,8,Reptile,2000,2000,76948970,effect
21349,Ame no Habakiri no Mitsurugi,DARK,8,Reptile,2400,1800,13332685,ritual
21354,Dracotail Lukias,EARTH,4,Spellcaster,1800,700,75003700,effect
21355,Dracotail Faimena,WATER,5,Spellcaster,1300,2500,1498449,effect
21356,Dracotail Pan,WIND,7,Dragon,2700,1700,44482554,effect
21357,Dracotail Urgula,FIRE,6,Dragon,2400,1000,70871153,effect
21358,Dracotail Mululu,DARK,3,Dragon,1100,1500,7375867,effect
21365,Cupsy☆Yummy,LIGHT,1,Beast,0,1600,31425736,effect
21366,Cooky☆Yummy,LIGHT,1,Beast,1000,0,68810435,effect
21367,Lollipo☆Yummy,LIGHT,1,Beast,600,1200,4215180,effect
21376,K9-17 Izuna,EARTH,5,Warrior,2100,1600,92248362,effect
21377,K9-66a Jokul,DARK,5,Aqua,2000,1900,28642461,effect
21378,K9-66b Lantern,DARK,5,Pyro,2000,1900,55031170,effect
21379,K9-ØØ Lupis,EARTH,5,Beast-Warrior,2300,200,91025875,effect
21406,Moon Magician,LIGHT,4,Spellcaster,1800,1500,74941992,effect
21407,Moon Gardna,LIGHT,4,Spellcaster,100,2000,336601,effect
21412,Zubababa Knight,EARTH,3,Warrior,1600,900,62006866,effect
21413,Gagaga Ganbara Knight,LIGHT,4,Warrior,0,1800,9491461,effect
21414,Gogogo Goblindbergh,EARTH,4,Warrior,1400,0,35886170,effect
21415,Dodododo Warrior,EARTH,6,Warrior,2300,900,62880279,effect
21416,Lunalight Gold Leo,DARK,4,Beast-Warrior,600,1600,8379983,effect
21417,Lunalight Silver Hound,DARK,3,Beast-Warrior,1400,400,35763582,effect
21418,Linkslayer @Ignister,DARK,5,Cyberse,2000,600,61168637,effect
21419,Medius the Pure,DARK,4,Fairy,1800,1800,97556336,effect
21420,Artmage Finmel,LIGHT,7,Warrior,2400,1500,34541940,effect
21421,Artmage Graflare,LIGHT,5,Dragon,2100,1500,60946049,effect
21422,Artmage Litera,LIGHT,3,Spellcaster,400,1800,97434754,effect
21423,Artmage Power Patron,EARTH,1,Illusion,300,200,23829452,effect
21424,Serene Psychic Girl,EARTH,2,Psychic,500,300,9213491,effect
21425,Hushed Psychic Minister,EARTH,3,Psychic,0,2100,36218106,effect
21426,Mind Procedure,LIGHT,3,Psychic,1100,1100,62606805,effect
21427,Prototype Psychic Blaster,EARTH,6,Psychic,2000,1500,95091919,effect
21428,Eidos the Underworld Monarch,DARK,6,Spellcaster,2400,1000,31596518,effect
21429,Tessera the Primal Squire,LIGHT,1,Warrior,800,1000,67584223,effect
21430,Dark Flare Swordsman,FIRE,6,Warrior,2200,800,94979322,effect
21431,Miasma Dragon Tistina,DARK,10,Aqua,2000,0,30373970,effect
21432,Kaibaman the Legend,LIGHT,1,Warrior,200,700,67768675,effect
21433,Vanquish Soul Hollie Sue,EARTH,5,Psychic,500,2200,93156774,effect
21434,Chef de Nouvelles,LIGHT,3,Fiend,1000,1850,29251488,effect_pendulum
21435,Super Quantal Fairy Zetan,DARK,1,Zombie,0,0,66646087,effect
21436,Super Quantum Black Layer,DARK,7,Zombie,2400,2400,92034192,effect
21437,Morgana the Witch of Eyes,DARK,4,Spellcaster,1500,2100,29439831,effect
21438,Leo Wizard the Dark Fiend,DARK,4,Spellcaster,1350,1200,55423549,effect
21439,WAKE CUP! Mocha,WIND,3,Aqua,1000,100,91818544,effect
21440,Angry Burger,DARK,6,Warrior,2800,1850,28306253,ritual
21618,Anotherverse Stratios,EARTH,8,Warrior,2500,2000,10949074,normal
21624,Buio the Dawn's Light,DARK,3,Fiend,1000,1500,19000848,effect
21627,Miracle Raven,DARK,1,Fiend,300,300,18988396,ritual_pendulum
21630,Steel-Stringed Sacrifice,LIGHT,1,Warrior,800,1000,7166709,effect
21633,R.B. Ga10 Driller,EARTH,3,Machine,500,500,6043161,effect
21634,R.B. Ga10 Cutter,EARTH,4,Machine,700,700,33438265,effect
21635,R.B. VALCan Rocket,FIRE,5,Machine,1000,1000,79436874,effect
21746,Queen of the Blazing Domain,DARK,9,Pyro,3000,2500,72162751,effect
21767,D/D Lance Soldier,DARK,2,Fiend,400,400,67322708,effect
21768,D/D Defense Soldier,DARK,4,Fiend,0,1800,93317313,effect
21769,D/D/D Zero Doom Queen Machinex,DARK,8,Fiend,3000,0,20715411,effect_pendulum
21770,Vengeful Witch,DARK,4,Plant,1100,1200,66100116,effect
21771,Twilight Rose Black Knight,DARK,3,Plant,1000,1000,92595825,effect
21772,Gouki Machine Suprex,EARTH,4,Warrior,1800,0,29099860,effect
21773,Onomatokage,DARK,4,Reptile,1100,1500,55088578,effect
21774,DoomZ XII Zero - Drastea,DARK,8,Dragon,2400,1500,92472273,effect
21775,DoomZ V Five - Amalthe,DARK,4,Dragon,1600,1200,28877382,effect
21776,DoomZ VII Seven - Elara,DARK,4,Dragon,1400,1200,54265980,effect
21777,Power Patron DoomZ,WIND,1,Machine,300,200,81650695,effect
21778,Radiant Typhoon Meghala,WIND,3,Fairy,500,1500,27755794,effect
21779,Radiant Typhoon Eldam,WIND,3,Beast,1300,800,54143349,effect
21780,Radiant Typhoon Swen,WIND,3,Beast-Warrior,1600,400,80538047,effect
21781,Radiant Typhoon Krosea,WIND,6,Winged Beast,2200,1200,16922142,effect
21782,"Radiant Typhoon Varuroon, the Vibrant Vortex",WIND,9,Aqua,0,3000,53927851,effect
21783,"Radiant Typhoon Fonix, the Great Flame",WIND,9,Pyro,3000,0,85315450,effect
21784,"Master Peace, the True Dracoverlord",DARK,10,Wyrm,2950,2950,12800564,effect
21785,"Mariamne Paradox, the True Dracophoenix Knight",WIND,6,Wyrm,1800,1400,58205203,effect
21786,Solfachord Solfegia,LIGHT,2,Fairy,400,400,84693918,effect_pendulum
21787,Solfachord Primoa,EARTH,1,Fairy,0,400,11688916,effect_pendulum
21788,Regenesis Overlord,DARK,10,Illusion,2500,2500,47082621,effect
21789,Dracotail Phryxul,LIGHT,2,Spellcaster,800,1500,84477320,effect
21790,Marshmao☆Yummy,LIGHT,1,Beast,800,600,10966439,effect
21791,K9-04 Noroi,EARTH,5,Machine,2200,1500,47960073,effect
21792,"Dogmatika Fleurdelis, the Thunderbolt",LIGHT,8,Spellcaster,2500,2500,73355772,effect
21793,"VARefar, the Judge of Ball",EARTH,11,Fiend,2100,800,19743887,effect
21794,Sphinx of the Cycle,EARTH,8,Rock,2500,3000,46148485,effect
21795,Triple-Headed Behemoth,WIND,4,Dragon,1500,1200,72632190,effect
21796,Ichiki Sayori-Hime,LIGHT,4,Fairy,800,800,9627299,effect
21797,Tao Tao the Chanter,EARTH,2,Illusion,900,600,45016904,effect
21798,WAKE CUP! Macchia,WIND,3,Aqua,1000,100,71410542,effect
21799,Megalith Phuloch,EARTH,4,Rock,2000,300,8805651,ritual
21800,Megalith Notrah Plura,EARTH,12,Rock,3700,2700,44293356,ritual
21901,Full-Speed Warrior,WIND,2,Warrior,900,400,17201951,effect
21902,Anchorbolt Hedgehog,EARTH,2,Machine,800,800,54656950,effect
21903,Crossroad Sonic Chick,EARTH,1,Winged Beast,300,300,80054655,effect
21904,Scrap Synchron,EARTH,1,Machine,700,100,16449363,effect
21931,Hecahands Ibtel,LIGHT,6,Illusion,1600,2100,95365081,effect
21932,Hecahands Yadel,LIGHT,6,Illusion,2100,1600,32759190,effect
21933,Hecahands Godos,DARK,7,Illusion,2300,2000,68144894,effect
21934,Hecahands Gaigas,DARK,7,Illusion,1200,2800,95132593,effect
21935,Hecahands Breus,DARK,7,Illusion,2800,1300,21637502,effect
21942,"Proto Enneacraft - ""orgIA""",EARTH,1,Machine,100,1000,56187077,effect_pendulum
21943,"Deftero Enneacraft - ""alazoneIA""",EARTH,1,Machine,100,1000,92171126,effect_pendulum
21944,"Ekto Enneacraft - ""tromarIA""",EARTH,1,Machine,100,1000,29570824,effect_pendulum
21945,"Enato Enneacraft - ""oknirIA""",EARTH,1,Machine,100,1000,55965529,effect_pendulum
21946,Enneacraft - Aiza.LEON,LIGHT,9,Machine,3000,2500,82359538,effect_pendulum
21947,Enneacraft - Asta.PIXEA,LIGHT,9,Machine,3000,2500,28454232,effect_pendulum
21948,Enneacraft - Atori.MAR,LIGHT,9,Machine,3000,2500,54842941,effect_pendulum
21949,Enneacraft - Archa.TAIL,LIGHT,9,Machine,3000,2500,81237046,effect_pendulum
21953,Kewl Tune Mix,WIND,2,Warrior,100,2000,16509007,effect
21954,Kewl Tune Clip,DARK,2,Thunder,800,1000,43904702,effect
21955,Kewl Tune Reco,FIRE,3,Fiend,1500,800,89392810,effect
21956,Kewl Tune Cue,LIGHT,3,Fairy,900,1900,16387555,effect
22063,"Disguise, the Copycat Hero",LIGHT,4,Warrior,1400,1200,87750925,effect
22070,Silk Bomb Moth,WIND,6,Insect,2400,1000,18300894,effect
22072,R.B. Lambda Cannon,DARK,6,Machine,1200,1200,81794107,effect
22073,R.B. Lambda Blade,DARK,7,Machine,1400,1400,17188206,effect
22074,R.B. Ga10 Pile Bunker,EARTH,8,Machine,1500,1500,44573911,effect
4007,Blue-Eyes White Dragon,LIGHT,8,Dragon,3000,2500,89631139,normal
4008,Mystical Elf,LIGHT,4,Spellcaster,800,2000,15025844,normal
4009,Hitotsu-Me Giant,EARTH,4,Beast-Warrior,1200,1000,76184692,normal
4010,Baby Dragon,WIND,3,Dragon,1200,700,88819587,normal
4011,Ryu-Kishin,DARK,3,Fiend,1000,500,15303296,normal
4012,Feral Imp,DARK,4,Fiend,1300,1400,41392891,normal
4013,"Winged Dragon, Guardian of the Fortress #1",WIND,4,Dragon,1400,1200,87796900,normal
4014,Mushroom Man,EARTH,2,Plant,800,600,14181608,normal
